,Link,Code,For_rent_sale,Price,Area,Floor,Rooms,Dates
800,https://akcern.am/en/property/4270,Code - 30493,For rent,"1,500 USD",'Total area 98 m 2','Floor 2','Count of rooms 3',20.05.2021
801,https://akcern.am/en/property/13584,Code - 20646,For rent,400 USD,'Total area 47 m 2','Floor 2','Count of rooms 2',20.05.2021
802,https://akcern.am/en/property/7593,Code - 80069,For rent,700 USD,'Total area 110 m 2','Floor ','Count of rooms 4',20.05.2021
803,https://akcern.am/en/property/3501,Code - 40085,For rent,"1,700 USD",'Total area 185 m 2','Floor 16','Count of rooms 4',20.05.2021
804,https://akcern.am/en/property/4714,Code - 30503,For rent,"1,000 USD",'Total area 110 m 2','Floor 2','Count of rooms 3',20.05.2021
805,https://akcern.am/en/property/3039,Code - 20547,For rent,450 USD,'Total area 71 m 2','Floor 2','Count of rooms 2',20.05.2021
806,https://akcern.am/en/property/3585,Code - 20568,For rent,900 USD,'Total area 64 m 2','Floor 7','Count of rooms 2',20.05.2021
807,https://akcern.am/en/property/2180,Code - 20491,For rent,500 USD,'Total area 70 m 2','Floor 2','Count of rooms 2',20.05.2021
808,https://akcern.am/en/property/1832,Code - 30393,For rent,"1,400 USD",'Total area 84 m 2','Floor 6','Count of rooms 3',20.05.2021
809,https://akcern.am/en/property/9252,Code - 80070,For rent,180 USD,'Total area 49 m 2','Floor 1','Count of rooms 2',20.05.2021
810,https://akcern.am/en/property/8466,Code - 20664,For rent,400 USD,'Total area 66 m 2','Floor 2','Count of rooms 2',20.05.2021
811,https://akcern.am/en/property/13583,Code - 20645,For rent,400 USD,'Total area 51 m 2','Floor 10','Count of rooms 2',20.05.2021
812,https://akcern.am/en/property/7256,Code - 20649,For rent,400 USD,'Total area 54 m 2','Floor 3','Count of rooms 2',20.05.2021
813,https://akcern.am/en/property/5102,Code - 30512,For rent,500 USD,'Total area 87 m 2','Floor ','Count of rooms 3',20.05.2021
814,https://akcern.am/en/property/13036,Code - 80031,For rent,600 USD,'Total area 127 m 2','Floor 4','Count of rooms 4',20.05.2021
815,https://akcern.am/en/property/10546,Code - 80047,For rent,"2,500 USD",'Total area 191 m 2','Floor 2','Count of rooms 5',20.05.2021
816,https://akcern.am/en/property/2639,Code - 80043,For rent,"1,200 USD",'Total area 187 m 2','Floor ','Count of rooms 5',20.05.2021
817,https://akcern.am/en/property/3702,Code - 80051,For rent,"1,300 USD",'Total area 121 m 2','Floor 3','Count of rooms 4',20.05.2021
818,https://akcern.am/en/property/13316,Code - 20565,For rent,600 USD,'Total area 66 m 2','Floor 3','Count of rooms 2',20.05.2021
819,https://akcern.am/en/property/2962,Code - 20543,For rent,800 USD,'Total area 57 m 2','Floor 11','Count of rooms 2',20.05.2021
820,https://akcern.am/en/property/8702,Code - 30569,For rent,450 USD,'Total area 96 m 2','Floor 4','Count of rooms 3',20.05.2021
821,https://akcern.am/en/property/12365,Code - 20023,For rent,300 USD,'Total area 68 m 2','Floor 2','Count of rooms 2',20.05.2021
822,https://akcern.am/en/property/12656,Code - 10350,For rent,320 USD,'Total area 42 m 2','Floor 2','Count of rooms 1',20.05.2021
823,https://akcern.am/en/property/14781,Code - 10328,For rent,350 USD,'Total area 44 m 2','Floor 5','Count of rooms 1',20.05.2021
824,https://akcern.am/en/property/12466,Code - 10287,For rent,300 USD,'Total area 47 m 2','Floor 2','Count of rooms 1',20.05.2021
825,https://akcern.am/en/property/12821,Code - 30217,For rent,400 USD,'Total area 88 m 2','Floor 7','Count of rooms 3',20.05.2021
826,https://akcern.am/en/property/13457,Code - 20610,For rent,200 USD,'Total area 66 m 2','Floor 8','Count of rooms 2',20.05.2021
827,https://akcern.am/en/property/13290,Code - 20559,For rent,200 USD,'Total area 58 m 2','Floor 5','Count of rooms 2',20.05.2021
828,https://akcern.am/en/property/13586,Code - 20648,For rent,270 USD,'Total area 58 m 2','Floor 4','Count of rooms 2',20.05.2021
829,https://akcern.am/en/property/12390,Code - 20050,For rent,200 USD,'Total area 72 m 2','Floor 2','Count of rooms 2',20.05.2021
830,https://akcern.am/en/property/13059,Code - 20444,For rent,700 USD,'Total area 68 m 2','Floor 3','Count of rooms 2',20.05.2021
831,https://akcern.am/en/property/12449,Code - 10263,For rent,270 USD,'Total area 55 m 2','Floor 2','Count of rooms 1',20.05.2021
832,https://akcern.am/en/property/4923,Code - 30507,For rent,700 USD,'Total area 92 m 2','Floor 3','Count of rooms 3',20.05.2021
833,https://akcern.am/en/property/2854,Code - 30452,For rent,"1,000 USD",'Total area 138 m 2','Floor 15','Count of rooms 3',20.05.2021
834,https://akcern.am/en/property/9099,Code - 30574,For rent,"1,000 USD",'Total area 92 m 2','Floor 9','Count of rooms 3',20.05.2021
835,https://akcern.am/en/property/7116,Code - 30545,For rent,500 USD,'Total area 72 m 2','Floor 2','Count of rooms 3',20.05.2021
836,https://akcern.am/en/property/3041,Code - 20548,For rent,450 USD,'Total area 67 m 2','Floor 2','Count of rooms 2',20.05.2021
837,https://akcern.am/en/property/3211,Code - 40083,For rent,600 USD,'Total area 118 m 2','Floor 4','Count of rooms 4',20.05.2021
838,https://akcern.am/en/property/16551,Code - 30505,For rent,"1,200 USD",'Total area 90 m 2','Floor 4','Count of rooms 3',20.05.2021
839,https://akcern.am/en/property/6640,Code - 30536,For rent,950 USD,'Total area 67 m 2','Floor 5','Count of rooms 3',20.05.2021
840,https://akcern.am/en/property/16037,Code - 30409,For rent,650 USD,'Total area 82 m 2','Floor 9','Count of rooms 3',20.05.2021
841,https://akcern.am/en/property/2640,Code - 20523,For rent,700 USD,'Total area 53 m 2','Floor 7','Count of rooms 2',20.05.2021
842,https://akcern.am/en/property/4121,Code - 30490,For rent,400 USD,'Total area 92 m 2','Floor 16','Count of rooms 3',20.05.2021
843,https://akcern.am/en/property/6784,Code - 20634,For rent,350 USD,'Total area 72 m 2','Floor 2','Count of rooms 2',20.05.2021
844,https://akcern.am/en/property/8646,Code - 20856,For rent,500 USD,'Total area 80 m 2','Floor 3','Count of rooms 2',20.05.2021
845,https://akcern.am/en/property/6574,Code - 22593,For sale,"180,000 USD",'Total area 67 m 2','Floor 12','Count of rooms 2',20.05.2021
846,https://akcern.am/en/property/12708,Code - 859600,For sale,"240,000 USD",'Total area 133 m 2','Floor 2','Count of rooms 4',20.05.2021
847,https://akcern.am/en/property/12712,Code - 259621,For sale,"110,000 USD",'Total area 64 m 2','Floor 4','Count of rooms 2',20.05.2021
848,https://akcern.am/en/property/12738,Code - 259700,For sale,"42,000 USD",'Total area 43 m 2','Floor 4','Count of rooms 2',20.05.2021
849,https://akcern.am/en/property/12726,Code - 859667,For sale,"120,000 USD",'Total area 143 m 2','Floor 3','Count of rooms 5',20.05.2021
850,https://akcern.am/en/property/118,Code - 30419,For rent,500 USD,'Total area 88 m 2','Floor 4','Count of rooms 3',20.05.2021
851,https://akcern.am/en/property/13299,Code - 32783,For sale,"110,000 USD",'Total area 71 m 2','Floor 6','Count of rooms 3',20.05.2021
852,https://akcern.am/en/property/12728,Code - 259669,For sale,"59,000 USD",'Total area 65 m 2','Floor 2','Count of rooms 2',20.05.2021
853,https://akcern.am/en/property/12717,Code - 359631,For sale,"65,000 USD",'Total area 92 m 2','Floor 8','Count of rooms 3',20.05.2021
854,https://akcern.am/en/property/11902,Code - 259971,For sale,"50,000 USD",'Total area 56 m 2','Floor 2','Count of rooms 2',20.05.2021
855,https://akcern.am/en/property/1352,Code - 30497,For sale,"70,000 USD",'Total area 91 m 2','Floor ','Count of rooms 3',20.05.2021
856,https://akcern.am/en/property/54,Code - 20456,For rent,500 USD,'Total area 77 m 2','Floor 4','Count of rooms 2',20.05.2021
857,https://akcern.am/en/property/8682,Code - 21235,For sale,"125,000 USD",'Total area 77 m 2','Floor 4','Count of rooms 2',20.05.2021
858,https://akcern.am/en/property/1155,Code - 20242,For sale,"119,000 USD",'Total area 81 m 2','Floor 6','Count of rooms 2',20.05.2021
859,https://akcern.am/en/property/15518,Code - 260312,For sale,"60,000 USD",'Total area 55 m 2','Floor 7','Count of rooms 2',20.05.2021
860,https://akcern.am/en/property/12804,Code - 20276,For rent,"1,000 USD",'Total area 86 m 2','Floor 3','Count of rooms 2',20.05.2021
861,https://akcern.am/en/property/4113,Code - 20531,For rent,500 USD,'Total area 67 m 2','Floor 3','Count of rooms 2',20.05.2021
862,https://akcern.am/en/property/18887,Code - 260648,For rent,750 USD,'Total area 65 m 2','Floor 5','Count of rooms 2',20.05.2021
863,https://akcern.am/en/property/4890,Code - 20607,For rent,480 USD,'Total area 66 m 2','Floor 4','Count of rooms 2',20.05.2021
864,https://akcern.am/en/property/147,Code - 20051,For rent,600 USD,'Total area 60 m 2','Floor 2','Count of rooms 2',20.05.2021
865,https://akcern.am/en/property/10938,Code - 459859,For sale,"531,000 USD",'Total area 177 m 2','Floor 5','Count of rooms 4',20.05.2021
866,https://akcern.am/en/property/10939,Code - 859860,For sale,"897,000 USD",'Total area 299 m 2','Floor 6','Count of rooms 5',20.05.2021
867,https://akcern.am/en/property/10935,Code - 359856,For sale,"243,000 USD",'Total area 81 m 2','Floor 4','Count of rooms 3',20.05.2021
868,https://akcern.am/en/property/18808,Code - 260564,For sale,"55,000 USD",'Total area 69 m 2','Floor 2','Count of rooms 2',20.05.2021
869,https://akcern.am/en/property/8482,Code - 20665,For rent,450 USD,'Total area 66 m 2','Floor 3','Count of rooms 2',20.05.2021
870,https://akcern.am/en/property/9543,Code - 258512,For sale,"78,000 USD",'Total area 64 m 2','Floor 14','Count of rooms 2',20.05.2021
871,https://akcern.am/en/property/5456,Code - 40552,For sale,"87,000 USD",'Total area 90 m 2','Floor 5','Count of rooms 4',19.05.2021
872,https://akcern.am/en/property/8306,Code - 32639,For sale,"80,000 USD",'Total area 81 m 2','Floor 11','Count of rooms 3',19.05.2021
873,https://akcern.am/en/property/3189,Code - 32272,For sale,"80,000 USD",'Total area 82 m 2','Floor 3','Count of rooms 3',19.05.2021
874,https://akcern.am/en/property/11735,Code - 260013,For sale,"43,000 USD",'Total area 64 m 2','Floor 6','Count of rooms 2',19.05.2021
875,https://akcern.am/en/property/5986,Code - 21122,For sale,"120,000 USD",'Total area 59 m 2','Floor 4','Count of rooms 2',19.05.2021
876,https://akcern.am/en/property/18902,Code - 860664,For sale,"115,000 USD",'Total area 115 m 2','Floor 4','Count of rooms 4',19.05.2021
877,https://akcern.am/en/property/8276,Code - 32638,For sale,"300,000 USD",'Total area 125 m 2','Floor 9','Count of rooms 3',19.05.2021
878,https://akcern.am/en/property/4732,Code - 40531,For sale,"70,000 USD",'Total area 109 m 2','Floor 5','Count of rooms 4',19.05.2021
879,https://akcern.am/en/property/6558,Code - 40574,For sale,"74,000 USD",'Total area 97 m 2','Floor 14','Count of rooms 4',19.05.2021
880,https://akcern.am/en/property/18809,Code - 460565,For sale,"82,000 USD",'Total area 91 m 2','Floor 4','Count of rooms 4',19.05.2021
881,https://akcern.am/en/property/722,Code - 40412,For sale,"82,000 USD",'Total area 95 m 2','Floor 7','Count of rooms 4',19.05.2021
882,https://akcern.am/en/property/13693,Code - 159191,For sale,"52,000 USD",'Total area 43 m 2','Floor 2','Count of rooms 1',19.05.2021
883,https://akcern.am/en/property/18895,Code - 860657,For sale,"72,000 USD",'Total area 101 m 2','Floor 3','Count of rooms 3',19.05.2021
884,https://akcern.am/en/property/18891,Code - 860653,For sale,"192,000 USD",'Total area 254 m 2','Floor 2',,19.05.2021
885,https://akcern.am/en/property/18889,Code - 860651,For sale,"96,000 USD",'Total area 127 m 2','Floor 2',,19.05.2021
886,https://akcern.am/en/property/18888,Code - 860650,For sale,"96,000 USD",'Total area 127 m 2','Floor 2',,19.05.2021
887,https://akcern.am/en/property/18900,Code - 360662,For sale,"72,000 USD",'Total area 75 m 2','Floor 2','Count of rooms 3',19.05.2021
888,https://akcern.am/en/property/18897,Code - 160659,For rent,800 USD,'Total area 36 m 2','Floor 4','Count of rooms 1',19.05.2021
889,https://akcern.am/en/property/18894,Code - 160656,For sale,"100,000 USD",'Total area 36 m 2','Floor 4','Count of rooms 1',19.05.2021
890,https://akcern.am/en/property/12779,Code - 10367,For rent,250 USD,'Total area 44 m 2','Floor 2','Count of rooms 1',19.05.2021
891,https://akcern.am/en/property/12011,Code - 360081,For sale,"65,000 USD",'Total area 82 m 2','Floor 1','Count of rooms 3',19.05.2021
892,https://akcern.am/en/property/2004,Code - 10822,For sale,"49,000 USD",'Total area 47 m 2','Floor 5','Count of rooms 1',19.05.2021
893,https://akcern.am/en/property/4068,Code - 10511,For rent,550 USD,'Total area 39 m 2','Floor 3','Count of rooms 1',18.05.2021
894,https://akcern.am/en/property/10838,Code - 359761,For rent,800 USD,'Total area 97 m 2','Floor 4','Count of rooms 3',18.05.2021
895,https://akcern.am/en/property/5085,Code - 40546,For sale,"210,000 USD",'Total area 139 m 2','Floor 3','Count of rooms 4',18.05.2021
896,https://akcern.am/en/property/2562,Code - 10320,For rent,600 USD,'Total area 39 m 2','Floor 4','Count of rooms 1',18.05.2021
897,https://akcern.am/en/property/95,Code - 40089,For rent,700 USD,'Total area 116 m 2','Floor 5','Count of rooms 4',18.05.2021
898,https://akcern.am/en/property/10928,Code - 259219,For rent,400 USD,'Total area 68 m 2','Floor 2','Count of rooms 2',18.05.2021
899,https://akcern.am/en/property/18875,Code - 360633,For rent,"1,800 USD",'Total area 111 m 2','Floor 2','Count of rooms 3',18.05.2021
900,https://akcern.am/en/property/86,Code - 10353,For rent,500 USD,'Total area 39 m 2','Floor 5','Count of rooms 1',18.05.2021
901,https://akcern.am/en/property/18732,Code - 260485,For sale,"58,000 USD",'Total area 55 m 2','Floor 3','Count of rooms 2',18.05.2021
902,https://akcern.am/en/property/13084,Code - 30389,For rent,300 USD,'Total area 78 m 2','Floor 5','Count of rooms 3',18.05.2021
903,https://akcern.am/en/property/13528,Code - 30522,For rent,"2,500 USD",'Total area 141 m 2','Floor 13','Count of rooms 3',18.05.2021
904,https://akcern.am/en/property/13565,Code - 20631,For rent,300 USD,'Total area 74 m 2','Floor 8','Count of rooms 2',18.05.2021
905,https://akcern.am/en/property/13597,Code - 20650,For rent,550 USD,'Total area 75 m 2','Floor 4','Count of rooms 2',18.05.2021
906,https://akcern.am/en/property/13048,Code - 30364,For rent,700 USD,'Total area 108 m 2','Floor 4','Count of rooms 3',18.05.2021
907,https://akcern.am/en/property/12806,Code - 40028,For rent,250 USD,'Total area 99 m 2','Floor 2','Count of rooms 4',18.05.2021
908,https://akcern.am/en/property/13599,Code - 30551,For rent,300 USD,'Total area 77 m 2','Floor ','Count of rooms 3',18.05.2021
909,https://akcern.am/en/property/12432,Code - 10248,For rent,300 USD,'Total area 31 m 2','Floor ','Count of rooms 1',18.05.2021
910,https://akcern.am/en/property/12373,Code - 10133,For rent,350 USD,'Total area 40 m 2','Floor 2','Count of rooms 1',18.05.2021
911,https://akcern.am/en/property/12507,Code - 10310,For rent,350 USD,'Total area 58 m 2','Floor 5','Count of rooms 1',18.05.2021
912,https://akcern.am/en/property/12453,Code - 10274,For rent,160 USD,'Total area 48 m 2','Floor 1','Count of rooms 1',18.05.2021
913,https://akcern.am/en/property/14203,Code - 10258,For rent,400 USD,'Total area 46 m 2','Floor 1','Count of rooms 1',18.05.2021
914,https://akcern.am/en/property/12417,Code - 20113,For rent,300 USD,'Total area 75 m 2','Floor 11','Count of rooms 2',18.05.2021
915,https://akcern.am/en/property/13541,Code - 20629,For rent,800 USD,'Total area 66 m 2','Floor 2','Count of rooms 2',18.05.2021
916,https://akcern.am/en/property/12362,Code - 20380,For rent,350 USD,'Total area 56 m 2','Floor 5','Count of rooms 2',18.05.2021
917,https://akcern.am/en/property/12837,Code - 30311,For rent,600 USD,'Total area 98 m 2','Floor 6','Count of rooms 3',18.05.2021
918,https://akcern.am/en/property/12822,Code - 20051,For rent,600 USD,'Total area 70 m 2','Floor 4','Count of rooms 2',18.05.2021
919,https://akcern.am/en/property/12391,Code - 20266,For rent,400 USD,'Total area 64 m 2','Floor 4','Count of rooms 2',18.05.2021
920,https://akcern.am/en/property/13836,Code - 10178,For rent,330 USD,'Total area 51 m 2','Floor 3','Count of rooms 1',18.05.2021
921,https://akcern.am/en/property/13607,Code - 30555,For rent,"1,500 USD",'Total area 126 m 2','Floor 3','Count of rooms 3',18.05.2021
922,https://akcern.am/en/property/13598,Code - 20651,For rent,550 USD,'Total area 64 m 2','Floor 4','Count of rooms 2',18.05.2021
923,https://akcern.am/en/property/13416,Code - 20596,For rent,"1,200 USD",'Total area 58 m 2','Floor 1','Count of rooms 2',18.05.2021
924,https://akcern.am/en/property/12383,Code - 10226,For rent,170 USD,'Total area 40 m 2','Floor 7','Count of rooms 1',18.05.2021
925,https://akcern.am/en/property/13637,Code - 30566,For rent,650 USD,'Total area 94 m 2','Floor 10','Count of rooms 3',18.05.2021
926,https://akcern.am/en/property/12348,Code - 40056,For rent,"2,000 USD",'Total area 175 m 2','Floor 4','Count of rooms 4',18.05.2021
927,https://akcern.am/en/property/12445,Code - 80036,For rent,600 USD,'Total area 102 m 2','Floor ','Count of rooms 3',18.05.2021
928,https://akcern.am/en/property/12430,Code - 20418,For rent,270 USD,'Total area 67 m 2','Floor 6','Count of rooms 2',18.05.2021
929,https://akcern.am/en/property/13071,Code - 20457,For rent,220 USD,'Total area 64 m 2','Floor 2','Count of rooms 2',18.05.2021
930,https://akcern.am/en/property/12823,Code - 20018,For rent,500 USD,'Total area 50 m 2','Floor 2','Count of rooms 2',18.05.2021
931,https://akcern.am/en/property/12357,Code - 10233,For rent,320 USD,'Total area 44 m 2','Floor 4','Count of rooms 1',18.05.2021
